episode,total_steps,episode_reward,reward_ma5,epsilon,episode_steps,mean_loss,elapsed_minutes
53,48409,-20.0,-20.2,0.7666961448653229,840,0.0018031554196481705,1.9103138049443562
54,49419,-20.0,-20.0,0.7628626641409962,1010,0.0021578208354243083,1.9513970295588174
55,50241,-21.0,-20.2,0.7590483508202912,822,0.0013527964684788422,1.9850063999493917
56,51121,-21.0,-20.4,0.7552531090661897,880,0.0018596650403858142,2.020976793766022
57,51999,-21.0,-20.6,0.7514768435208588,878,0.00169121052929095,2.056909422079722
58,52997,-21.0,-20.8,0.7477194593032545,998,0.0017592050159582868,2.0976534366607664
59,53907,-21.0,-21.0,0.7439808620067382,910,0.0010983876120552957,2.1345492005348206
60,54864,-20.0,-20.8,0.7402609576967045,957,0.001184491225558304,2.1734468579292296
61,55956,-18.0,-20.2,0.736559652908221,1092,0.002303486418262791,2.2175177454948427
62,56944,-21.0,-20.2,0.7328768546436799,988,0.0018747620771663559,2.257551995913188
63,57796,-21.0,-20.2,0.7292124703704616,852,0.0017457802151029213,2.292377237478892
64,58577,-21.0,-20.2,0.7255664080186093,781,0.001741003173848208,2.324724249045054
65,59429,-21.0,-20.4,0.7219385759785162,852,0.0018441818348195473,2.359694198767344
66,60191,-21.0,-21.0,0.7183288830986236,762,0.0009025781487588048,2.3913636525472004
67,60991,-21.0,-21.0,0.7147372386831305,800,0.0013194649193246733,2.424296768506368
68,61946,-19.0,-20.6,0.7111635524897149,955,0.001329221270630666,2.4635698715845744
69,62843,-20.0,-20.4,0.7076077347272662,897,0.001511971430513118,2.500242618719737
70,63921,-19.0,-20.0,0.7040696960536299,1078,0.001762994072985883,2.543866435686747
71,65011,-18.0,-19.4,0.7005493475733617,1090,0.002321320807983712,2.5880881269772846
72,65862,-21.0,-19.4,0.697046600835495,851,0.0017578678427713906,2.6237446029980975
73,66731,-21.0,-19.8,0.6935613678313175,869,0.0020650228064197163,2.660035276412964
74,67630,-21.0,-20.0,0.6900935609921609,899,0.001431617651703871,2.6971262812614443
75,68592,-20.0,-20.2,0.6866430931872001,962,0.0020763739954735272,2.736695961157481
76,69553,-20.0,-20.6,0.6832098777212641,961,0.00173632842729603,2.7760426878929136
77,70377,-21.0,-20.6,0.6797938283326578,824,0.0015552658918467678,2.8101592024167377
78,71237,-20.0,-20.4,0.6763948591909945,860,0.0016578463179284036,2.845465079943339
79,72270,-20.0,-20.2,0.6730128848950395,1033,0.0016121843751153752,2.8875701427459717
80,73032,-21.0,-20.4,0.6696478204705644,762,0.0018045627070909015,2.91978124777476
